case_id,witness_type,reliability_rating
20251030-1969,Victim,Low
20251030-1970,Victim,Low
20251030-1970,Victim,Medium
20251030-1970,Expert,Medium
20251030-1970,Witness,Medium
20251030-1971,Victim,Medium
20251030-1971,Witness,High
20251030-1971,Victim,Low
20251030-1973,Witness,Low
20251030-1974,Expert,Low
20251030-1974,Victim,Low
20251030-1974,Witness,Low
20251030-1974,Expert,Medium
20251030-1975,Witness,Medium
20251030-1975,Victim,Low
20251030-1977,Witness,Low
20251030-1977,Expert,Medium
20251030-1977,Expert,Medium
20251030-1977,Witness,High
20251030-1978,Witness,Low
20251030-1978,Victim,High
20251030-1978,Expert,High
20251030-1979,Victim,High
20251030-1979,Expert,Medium
20251030-1980,Expert,Low
20251030-1980,Victim,High
20251030-1981,Expert,High
20251030-1981,Expert,High
20251030-1981,Victim,High
20251030-1981,Expert,Low
20251030-1986,Expert,Medium
20251030-1987,Expert,Medium
20251030-1987,Victim,High
20251030-1987,Witness,Low
20251030-1987,Victim,High
20251030-1988,Witness,Low
20251030-1990,Expert,Low
20251030-1990,Witness,Medium
20251030-1990,Witness,Low
20251030-1990,Witness,Medium
20251030-1991,Witness,High
20251030-1991,Expert,Medium
20251030-1991,Expert,Low
20251030-1992,Victim,Medium
20251030-1992,Expert,Low
20251030-1992,Expert,Medium
20251030-1992,Expert,Medium
20251030-1993,Expert,Medium
20251030-1994,Victim,Medium
20251030-1994,Witness,Low
20251030-1995,Expert,Low
20251030-1999,Victim,High
20251030-1999,Witness,High
20251030-1999,Witness,Medium
20251030-1999,Expert,Low
20251030-2003,Witness,Low
20251030-2003,Victim,Low
20251030-2003,Expert,Low
20251030-2003,Witness,High
20251030-2004,Witness,Medium
20251030-2004,Victim,Low
20251030-2004,Victim,Low
20251030-2004,Expert,High
20251030-2005,Expert,High
20251030-2007,Expert,Medium
20251030-2007,Victim,Medium
20251030-2007,Victim,High
20251030-2010,Witness,Low
20251030-2013,Expert,Medium
20251030-2014,Expert,Medium
20251030-2014,Witness,Medium
20251030-2015,Witness,Medium
20251030-2015,Expert,Medium
20251030-2015,Expert,Medium
20251030-2016,Expert,High
20251030-2017,Expert,Low
20251030-2017,Expert,High
20251030-2017,Witness,Medium
20251030-2018,Expert,Low
20251030-2018,Expert,High
20251030-2018,Expert,High
20251030-2018,Witness,Medium
20251030-2020,Victim,Low
20251030-2020,Expert,Low
20251030-2020,Victim,Low
20251030-2022,Witness,Low
20251030-2022,Witness,Medium
20251030-2022,Expert,High
20251030-2024,Expert,Low
20251030-2024,Expert,Medium
20251030-2024,Witness,Medium
20251030-2024,Witness,High
20251030-2025,Victim,High
20251030-2026,Expert,Low
20251030-2026,Victim,High
20251030-2026,Expert,Low
20251030-2028,Expert,High
20251030-2028,Witness,Low
20251030-2028,Victim,High
20251030-2031,Witness,Medium
20251030-2031,Expert,Medium
20251030-2031,Expert,High
20251030-2031,Victim,High
20251030-2032,Expert,High
20251030-2032,Victim,Medium
20251030-2032,Witness,Medium
20251030-2032,Victim,Medium
20251030-2035,Witness,Medium
20251030-2035,Victim,Low
20251030-2038,Victim,Low
20251030-2038,Expert,Low
20251030-2044,Expert,Medium
20251030-2044,Witness,Low
20251030-2044,Expert,High
20251030-2046,Victim,Medium
20251030-2046,Victim,Medium
20251030-2046,Expert,Medium
20251030-2046,Expert,Medium
20251030-2049,Witness,Medium
20251030-2051,Victim,Low
20251030-2052,Victim,High
20251030-2052,Witness,Low
20251030-2052,Expert,High
20251030-2053,Witness,Low
20251030-2053,Witness,Medium
20251030-2054,Witness,High
20251030-2054,Victim,Low
20251030-2056,Expert,High
20251030-2060,Witness,Low
20251030-2060,Victim,Medium
20251030-2060,Expert,Low
20251030-2061,Witness,High
20251030-2061,Expert,Medium
20251030-2061,Witness,Medium
20251030-2061,Victim,Medium
20251030-2063,Victim,Medium
20251030-2063,Witness,Medium
20251030-2063,Victim,Medium
20251030-2063,Victim,High
20251030-2067,Witness,Medium
20251030-2067,Victim,High
20251030-2068,Witness,Medium
20251030-2068,Expert,Low
20251030-2068,Expert,Medium
20251030-2068,Witness,High
20251030-2072,Expert,High
20251030-2072,Expert,High
20251030-2073,Witness,High
20251030-2073,Witness,Low
20251030-2076,Witness,Medium
20251030-2077,Witness,Medium
20251030-2077,Victim,Medium
20251030-2078,Expert,Low
20251030-2078,Expert,High
20251030-2079,Victim,High
20251030-2079,Victim,High
20251030-2079,Witness,High
20251030-2080,Victim,Low
20251030-2080,Expert,Low
20251030-2080,Witness,Low
20251030-2080,Expert,Medium
20251030-2083,Victim,Low
20251030-2085,Expert,Low
20251030-2085,Expert,High
20251030-2087,Witness,Medium
20251030-2091,Victim,Low
20251030-2091,Expert,Medium
20251030-2092,Victim,Medium
20251030-2093,Expert,High
20251030-2093,Victim,Low
20251030-2094,Witness,High
20251030-2094,Victim,High
20251030-2095,Victim,Low
20251030-2095,Witness,High
20251030-2095,Expert,Low
20251030-2095,Witness,Medium
20251030-2098,Witness,High
20251030-2098,Victim,High
20251030-2099,Victim,Low
20251030-2099,Expert,Medium
20251030-2099,Expert,Low
20251030-2101,Witness,High
20251030-2101,Expert,Medium
20251030-2101,Victim,High
20251030-2101,Victim,High
20251030-2103,Victim,High
20251030-2103,Expert,High
20251030-2104,Victim,Low
20251030-2104,Witness,Medium
20251030-2104,Victim,High
20251030-2105,Expert,Low
20251030-2105,Witness,Medium
20251030-2106,Victim,High
20251030-2106,Expert,Medium
20251030-2107,Victim,High
20251030-2107,Witness,Medium
20251030-2107,Expert,Medium
20251030-2107,Witness,Medium
20251030-2108,Expert,Low
20251030-2108,Witness,High
20251030-2108,Victim,Low
20251030-2108,Victim,Low
20251030-2111,Victim,Medium
20251030-2112,Expert,Low
20251030-2112,Expert,High
20251030-2114,Expert,High
20251030-2117,Victim,High
20251030-2117,Witness,Low
20251030-2117,Expert,High
20251030-2118,Victim,Low
20251030-2119,Victim,Medium
20251030-2120,Expert,High
20251030-2120,Expert,Low
20251030-2120,Victim,High
20251030-2123,Expert,High
20251030-2123,Witness,High
20251030-2124,Expert,Low
20251030-2124,Expert,High
20251030-2124,Witness,Low
20251030-2124,Victim,Medium
20251030-2128,Witness,Medium
20251030-2128,Expert,Medium
20251030-2128,Expert,Low
20251030-2129,Expert,Low
20251030-2129,Expert,High
20251030-2129,Witness,High
20251030-2129,Expert,High
20251030-2131,Expert,Medium
20251030-2131,Witness,Low
20251030-2131,Witness,High
20251030-2133,Victim,High
20251030-2134,Witness,Low
20251030-2134,Victim,Low
20251030-2134,Victim,High
20251030-2135,Expert,High
20251030-2135,Victim,High
20251030-2135,Expert,Low
20251030-2137,Victim,Low
20251030-2140,Expert,High
20251030-2143,Witness,High
20251030-2143,Victim,High
20251030-2143,Victim,High
20251030-2144,Expert,Medium
20251030-2145,Victim,Medium
20251030-2145,Expert,Low
20251030-2145,Expert,Medium
20251030-2145,Victim,Low
20251030-2146,Witness,Medium
20251030-2147,Victim,Medium
20251030-2147,Witness,Low
20251030-2147,Witness,Medium
20251030-2152,Expert,Low
20251030-2152,Expert,High
20251030-2153,Victim,Low
20251030-2153,Victim,High
20251030-2154,Victim,Low
20251030-2154,Witness,High
20251030-2154,Expert,High
20251030-2158,Victim,Medium
20251030-2158,Expert,Low
20251030-2158,Victim,High
20251030-2159,Expert,Medium
20251030-2159,Expert,Medium
20251030-2159,Expert,Medium
20251030-2163,Victim,High
20251030-2163,Witness,Low
20251030-2165,Witness,High
20251030-2166,Expert,Medium
20251030-2166,Expert,Low
20251030-2166,Witness,Low
20251030-2166,Witness,Medium
20251030-2167,Expert,High
20251030-2167,Victim,Low
20251030-2169,Victim,High
20251030-2171,Expert,High
20251030-2173,Victim,High
20251030-2173,Victim,Low
20251030-2176,Victim,Medium
20251030-2176,Witness,High
20251030-2176,Expert,High
20251030-2177,Witness,Low
20251030-2179,Witness,Low
20251030-2179,Expert,Medium
20251030-2184,Victim,High
20251030-2184,Expert,Low
20251030-2185,Victim,Medium
20251030-2188,Expert,Medium
20251030-2188,Victim,Medium
20251030-2188,Victim,Low
20251030-2192,Expert,Medium
20251030-2192,Expert,High
20251030-2192,Victim,Medium
20251030-2192,Expert,Medium
20251030-2193,Witness,Low
20251030-2193,Expert,Medium
20251030-2193,Witness,Medium
20251030-2194,Victim,Low
20251030-2194,Expert,Low
20251030-2195,Witness,High
20251030-2197,Victim,Medium
20251030-2197,Witness,Low
20251030-2197,Witness,Medium
20251030-2197,Victim,High
20251030-2198,Expert,Low
20251030-2198,Expert,High
20251030-2198,Victim,High
20251030-2201,Victim,Medium
20251030-2201,Expert,Low
20251030-2201,Victim,High
20251030-2201,Witness,High
20251030-2202,Victim,High
20251030-2202,Victim,Medium
20251030-2202,Expert,High
20251030-2202,Victim,High
20251030-2204,Witness,Low
20251030-2204,Expert,Medium
20251030-2205,Expert,Medium
20251030-2205,Witness,Low
20251030-2205,Expert,Low
20251030-2210,Victim,Low
20251030-2210,Expert,Low
20251030-2211,Expert,Medium
20251030-2211,Victim,Medium
20251030-2211,Witness,Low
20251030-2211,Expert,Low
20251030-2212,Expert,High
20251030-2212,Expert,Medium
20251030-2212,Expert,Medium
20251030-2212,Witness,Medium
20251030-2217,Victim,High
20251030-2219,Victim,High
20251030-2219,Witness,High
20251030-2221,Expert,Low
20251030-2221,Expert,Low
20251030-2221,Victim,Low
20251030-2222,Victim,Medium
20251030-2222,Victim,Low
20251030-2222,Expert,Medium
20251030-2222,Expert,High
20251030-2225,Victim,High
20251030-2225,Expert,Medium
20251030-2225,Witness,High
20251030-2227,Expert,High
20251030-2227,Expert,Low
20251030-2227,Expert,High
20251030-2231,Victim,Medium
20251030-2231,Victim,Low
20251030-2231,Witness,High
20251030-2231,Victim,High
20251030-2237,Expert,Medium
20251030-2237,Witness,High
20251030-2237,Witness,High
20251030-2237,Expert,Medium
20251030-2238,Expert,Low
20251030-2238,Witness,Low
20251030-2238,Expert,High
20251030-2238,Witness,Low
20251030-2239,Victim,High
20251030-2239,Expert,High
20251030-2239,Victim,Medium
20251030-2239,Expert,Medium
20251030-2241,Expert,Low
20251030-2243,Witness,Medium
20251030-2244,Victim,Medium
20251030-2245,Witness,High
20251030-2245,Witness,Low
20251030-2245,Victim,High
20251030-2245,Expert,Medium
20251030-2246,Victim,Low
20251030-2246,Victim,High
20251030-2246,Expert,Medium
20251030-2246,Expert,High
20251030-2247,Witness,Low
20251030-2247,Witness,High
20251030-2247,Expert,Medium
20251030-2247,Witness,High
20251030-2250,Witness,Medium
20251030-2250,Victim,Low
20251030-2250,Victim,Medium
20251030-2251,Expert,Low
20251030-2251,Expert,High
20251030-2252,Expert,High
20251030-2254,Victim,Medium
20251030-2254,Victim,High
20251030-2254,Witness,High
20251030-2255,Expert,Low
20251030-2255,Victim,Low
20251030-2255,Expert,Low
20251030-2261,Victim,Low
20251030-2261,Witness,Medium
20251030-2261,Expert,Low
20251030-2261,Expert,Medium
20251030-2264,Victim,Low
20251030-2264,Victim,Low
20251030-2264,Victim,Low
20251030-2264,Witness,Low
20251030-2265,Expert,High
20251030-2266,Expert,Medium
20251030-2266,Witness,High
20251030-2266,Expert,High
20251030-2267,Victim,Medium
20251030-2267,Victim,High
20251030-2267,Witness,High
20251030-2267,Witness,Low
20251030-2268,Expert,Low
20251030-2268,Witness,Medium
20251030-2268,Witness,Medium
20251030-2268,Victim,High
20251030-2270,Victim,Low
20251030-2271,Expert,Medium
20251030-2271,Expert,Medium
20251030-2275,Witness,Medium
20251030-2275,Witness,Low
20251030-2275,Expert,Low
20251030-2276,Expert,Medium
20251030-2276,Victim,Medium
20251030-2276,Expert,High
20251030-2277,Witness,High
20251030-2278,Expert,Low
20251030-2278,Expert,Low
20251030-2279,Expert,High
20251030-2281,Expert,Low
20251030-2281,Victim,Low
20251030-2281,Victim,Low
20251030-2281,Victim,High
20251030-2282,Victim,Low
20251030-2282,Witness,High
20251030-2282,Expert,Low
20251030-2289,Victim,Medium
20251030-2289,Witness,Medium
20251030-2289,Witness,Medium
20251030-2291,Witness,Low
20251030-2291,Victim,Medium
20251030-2292,Witness,Medium
20251030-2292,Victim,Medium
20251030-2295,Expert,Medium
20251030-2295,Victim,Medium
20251030-2295,Victim,Low
20251030-2295,Expert,High
20251030-2296,Victim,High
20251030-2296,Victim,High
20251030-2296,Witness,High
20251030-2297,Expert,High
20251030-2298,Witness,Medium
20251030-2301,Expert,Low
20251030-2303,Witness,Low
20251030-2303,Expert,Low
20251030-2304,Victim,Low
20251030-2304,Witness,High
20251030-2304,Victim,Medium
20251030-2306,Victim,Low
20251030-2306,Witness,Medium
20251030-2307,Witness,Low
20251030-2308,Witness,Low
20251030-2308,Expert,High
20251030-2309,Expert,High
20251030-2309,Victim,Low
20251030-2309,Witness,High
20251030-2309,Witness,High
20251030-2311,Witness,Low
20251030-2311,Witness,High
20251030-2313,Witness,Low
20251030-2313,Expert,Low
20251030-2315,Witness,High
20251030-2315,Victim,High
20251030-2315,Victim,Low
20251030-2315,Witness,Low
20251030-2317,Expert,Medium
20251030-2317,Witness,Medium
20251030-2319,Victim,Medium
20251030-2319,Witness,High
20251030-2319,Witness,Medium
20251030-2319,Victim,High
20251030-2320,Expert,Medium
20251030-2321,Witness,Low
20251030-2325,Witness,Low
20251030-2326,Witness,High
20251030-2327,Victim,Medium
20251030-2327,Victim,High
20251030-2327,Witness,Medium
20251030-2328,Victim,High
20251030-2328,Victim,Low
20251030-2328,Witness,Low
20251030-2331,Witness,High
20251030-2331,Victim,Low
20251030-2331,Victim,Low
20251030-2331,Witness,Low
20251030-2332,Witness,Low
20251030-2333,Expert,Low
20251030-2333,Witness,Medium
20251030-2334,Victim,High
20251030-2334,Witness,Low
20251030-2335,Witness,Low
20251030-2337,Victim,Low
20251030-2337,Witness,Low
20251030-2338,Expert,Medium
20251030-2338,Witness,High
20251030-2338,Victim,Low
20251030-2338,Expert,High
20251030-2340,Witness,High
20251030-2340,Witness,Low
20251030-2340,Expert,High
20251030-2342,Witness,High
20251030-2342,Witness,Low
20251030-2342,Witness,Low
20251030-2343,Victim,Low
20251030-2344,Victim,Medium
20251030-2348,Victim,High
20251030-2348,Expert,Medium
20251030-2348,Witness,High
20251030-2348,Expert,Medium
20251030-2350,Victim,High
20251030-2350,Expert,High
20251030-2350,Victim,Medium
20251030-2351,Witness,High
20251030-2351,Witness,Medium
20251030-2351,Victim,Low
20251030-2351,Witness,Medium
20251030-2352,Victim,High
20251030-2354,Witness,High
20251030-2354,Expert,High
20251030-2355,Witness,High
20251030-2356,Witness,Medium
20251030-2356,Witness,Medium
20251030-2359,Expert,Low
20251030-2359,Expert,Medium
20251030-2360,Expert,Low
20251030-2361,Expert,High
20251030-2361,Expert,Low
20251030-2363,Victim,Low
20251030-2363,Expert,High
20251030-2363,Witness,Medium
20251030-2363,Expert,Medium
20251030-2365,Witness,High
20251030-2365,Expert,High
20251030-2365,Witness,Low
20251030-2365,Witness,Low
20251030-2368,Witness,High
20251030-2368,Victim,Medium
20251030-2369,Expert,Low
20251030-2369,Witness,High
20251030-2369,Witness,Low
20251030-2369,Witness,Medium
20251030-2370,Witness,High
20251030-2370,Witness,High
20251030-2370,Victim,Low
20251030-2375,Expert,High
20251030-2375,Witness,Low
20251030-2377,Witness,High
20251030-2377,Victim,Low
20251030-2377,Expert,Low
20251030-2378,Victim,High
20251030-2378,Witness,High
20251030-2379,Victim,High
20251030-2379,Victim,Low
20251030-2379,Expert,Low
20251030-2382,Witness,High
20251030-2382,Witness,Medium
20251030-2384,Witness,High
20251030-2384,Witness,High
20251030-2385,Expert,High
20251030-2387,Victim,High
20251030-2387,Witness,Low
20251030-2388,Witness,Low
20251030-2388,Victim,High
20251030-2389,Victim,Low
20251030-2389,Witness,Low
20251030-2389,Witness,Low
20251030-2390,Expert,Medium
20251030-2392,Expert,Medium
20251030-2396,Expert,Low
20251030-2397,Victim,Medium
20251030-2397,Victim,High
20251030-2397,Victim,Medium
20251030-2398,Expert,Low
20251030-2398,Witness,High
20251030-2398,Expert,Medium
20251030-2399,Victim,Low
20251030-2399,Expert,High
20251030-2401,Victim,Medium
20251030-2402,Expert,Low
20251030-2402,Victim,Medium
20251030-2402,Witness,Low
20251030-2402,Victim,Low
20251030-2404,Witness,High
20251030-2404,Witness,Low
20251030-2405,Witness,Medium
20251030-2405,Victim,Medium
20251030-2408,Victim,Medium
20251030-2408,Witness,High
20251030-2408,Witness,Medium
20251030-2408,Victim,Medium
20251030-2410,Victim,Medium
20251030-2410,Expert,Medium
20251030-2410,Victim,Medium
20251030-2410,Witness,Low
20251030-2411,Witness,High
20251030-2411,Victim,High
20251030-2414,Witness,High
20251030-2416,Witness,High
20251030-2417,Expert,High
20251030-2417,Expert,Medium
20251030-2417,Victim,High
20251030-2418,Victim,Low
20251030-2422,Witness,Medium
20251030-2425,Expert,High
20251030-2426,Victim,Low
20251030-2429,Expert,Medium
20251030-2429,Expert,Low
20251030-2429,Expert,High
20251030-2429,Witness,Medium
20251030-2430,Witness,Low
20251030-2431,Expert,High
20251030-2432,Expert,Low
20251030-2432,Expert,Low
20251030-2433,Victim,High
20251030-2433,Victim,Low
20251030-2433,Expert,High
20251030-2433,Victim,High
20251030-2435,Victim,High
20251030-2436,Victim,Low
20251030-2436,Victim,High
20251030-2437,Victim,High
20251030-2437,Victim,Low
20251030-2437,Expert,Low
20251030-2437,Witness,High
20251030-2438,Witness,Medium
20251030-2438,Expert,High
20251030-2438,Witness,High
20251030-2441,Witness,High
20251030-2441,Victim,High
20251030-2441,Expert,High
20251030-2442,Victim,Low
20251030-2442,Expert,High
20251030-2443,Expert,High
20251030-2446,Witness,Medium
20251030-2447,Expert,Medium
20251030-2447,Expert,Low
20251030-2448,Witness,High
20251030-2448,Witness,Medium
20251030-2449,Witness,High
20251030-2449,Victim,Low
20251030-2451,Victim,Medium
20251030-2452,Expert,Medium
20251030-2452,Expert,High
20251030-2453,Witness,Medium
20251030-2453,Expert,Low
20251030-2453,Expert,Medium
20251030-2453,Witness,High
20251030-2454,Witness,High
20251030-2454,Witness,High
20251030-2454,Victim,High
20251030-2454,Expert,Low
20251030-2456,Expert,Medium
20251030-2456,Victim,Medium
20251030-2456,Expert,Medium
20251030-2457,Expert,High
20251030-2457,Witness,High
20251030-2457,Victim,Low
20251030-2458,Victim,Low
20251030-2459,Expert,Medium
20251030-2462,Witness,Medium
20251030-2462,Witness,Low
20251030-2462,Expert,Low
20251030-2462,Expert,Low
20251030-2465,Expert,Low
20251030-2465,Victim,High
20251030-2465,Expert,High
20251030-2465,Expert,High
20251030-2467,Victim,Medium
20251030-2467,Victim,High
20251030-2467,Victim,High
20251030-2467,Expert,High
20251030-2469,Victim,Low
20251030-2469,Victim,Low
20251030-2469,Expert,Low
20251030-2475,Witness,Medium
20251030-2475,Witness,Medium
20251030-2475,Victim,Medium
20251030-2477,Witness,Low
20251030-2477,Victim,Low
20251030-2478,Victim,Low
20251030-2478,Victim,Medium
20251030-2478,Expert,High
20251030-2478,Witness,High
20251030-2481,Witness,High
20251030-2481,Expert,High
20251030-2481,Witness,Medium
20251030-2481,Victim,Low
20251030-2482,Witness,Medium
20251030-2482,Witness,High
20251030-2482,Expert,Medium
