case_id,investigation_type,investigation_date,findings
20251030-1105,Evidence Collection,2024-12-14 09:44:30,Investigation findings for case 20251030-1105
20251030-1105,Follow-up,2024-12-02 09:44:30,Investigation findings for case 20251030-1105
20251030-1105,Follow-up,2024-12-16 09:44:30,Investigation findings for case 20251030-1105
20251030-1107,Follow-up,2024-03-02 19:11:08,Investigation findings for case 20251030-1107
20251030-1107,Initial,2024-02-27 19:11:08,Investigation findings for case 20251030-1107
20251030-1107,Follow-up,2024-03-13 19:11:08,Investigation findings for case 20251030-1107
20251030-1108,Follow-up,2023-06-28 05:03:23,Investigation findings for case 20251030-1108
20251030-1108,Evidence Collection,2023-07-24 05:03:23,Investigation findings for case 20251030-1108
20251030-1108,Interview,2023-06-30 05:03:23,Investigation findings for case 20251030-1108
20251030-1108,Initial,2023-07-18 05:03:23,Investigation findings for case 20251030-1108
20251030-1110,Evidence Collection,2023-11-01 10:27:51,Investigation findings for case 20251030-1110
20251030-1110,Evidence Collection,2023-10-12 10:27:51,Investigation findings for case 20251030-1110
20251030-1110,Initial,2023-10-10 10:27:51,Investigation findings for case 20251030-1110
20251030-1111,Follow-up,2024-10-21 19:50:42,Investigation findings for case 20251030-1111
20251030-1111,Initial,2024-10-16 19:50:42,Investigation findings for case 20251030-1111
20251030-1112,Evidence Collection,2024-07-29 15:13:32,Investigation findings for case 20251030-1112
20251030-1112,Initial,2024-08-04 15:13:32,Investigation findings for case 20251030-1112
20251030-1113,Initial,2023-04-30 12:54:20,Investigation findings for case 20251030-1113
20251030-1114,Initial,2024-01-15 08:32:22,Investigation findings for case 20251030-1114
20251030-1116,Initial,2024-05-17 21:23:42,Investigation findings for case 20251030-1116
20251030-1117,Initial,2024-12-16 18:10:23,Investigation findings for case 20251030-1117
20251030-1117,Follow-up,2024-12-26 18:10:23,Investigation findings for case 20251030-1117
20251030-1121,Evidence Collection,2024-11-02 04:30:55,Investigation findings for case 20251030-1121
20251030-1122,Initial,2024-08-24 07:02:38,Investigation findings for case 20251030-1122
20251030-1122,Initial,2024-09-05 07:02:38,Investigation findings for case 20251030-1122
20251030-1122,Interview,2024-08-30 07:02:38,Investigation findings for case 20251030-1122
20251030-1122,Follow-up,2024-08-25 07:02:38,Investigation findings for case 20251030-1122
20251030-1126,Follow-up,2023-06-23 18:59:17,Investigation findings for case 20251030-1126
20251030-1126,Initial,2023-07-01 18:59:17,Investigation findings for case 20251030-1126
20251030-1126,Initial,2023-06-24 18:59:17,Investigation findings for case 20251030-1126
20251030-1127,Evidence Collection,2023-09-29 21:26:36,Investigation findings for case 20251030-1127
20251030-1128,Initial,2024-06-06 20:52:53,Investigation findings for case 20251030-1128
20251030-1128,Interview,2024-06-17 20:52:53,Investigation findings for case 20251030-1128
20251030-1128,Follow-up,2024-06-19 20:52:53,Investigation findings for case 20251030-1128
20251030-1128,Evidence Collection,2024-06-15 20:52:53,Investigation findings for case 20251030-1128
20251030-1128,Initial,2024-06-13 20:52:53,Investigation findings for case 20251030-1128
20251030-1129,Interview,2023-06-06 18:49:10,Investigation findings for case 20251030-1129
20251030-1129,Evidence Collection,2023-05-26 18:49:10,Investigation findings for case 20251030-1129
20251030-1129,Follow-up,2023-06-11 18:49:10,Investigation findings for case 20251030-1129
20251030-1129,Interview,2023-05-17 18:49:10,Investigation findings for case 20251030-1129
20251030-1129,Follow-up,2023-05-24 18:49:10,Investigation findings for case 20251030-1129
20251030-1132,Evidence Collection,2024-03-09 16:12:14,Investigation findings for case 20251030-1132
20251030-1132,Initial,2024-02-28 16:12:14,Investigation findings for case 20251030-1132
20251030-1132,Initial,2024-03-07 16:12:14,Investigation findings for case 20251030-1132
20251030-1133,Evidence Collection,2023-04-09 22:20:59,Investigation findings for case 20251030-1133
20251030-1133,Follow-up,2023-04-01 22:20:59,Investigation findings for case 20251030-1133
20251030-1133,Follow-up,2023-03-27 22:20:59,Investigation findings for case 20251030-1133
20251030-1133,Interview,2023-04-04 22:20:59,Investigation findings for case 20251030-1133
20251030-1133,Interview,2023-03-17 22:20:59,Investigation findings for case 20251030-1133
20251030-1134,Interview,2024-09-09 22:13:37,Investigation findings for case 20251030-1134
20251030-1135,Interview,2023-07-15 15:05:51,Investigation findings for case 20251030-1135
20251030-1136,Interview,2023-07-30 22:11:34,Investigation findings for case 20251030-1136
20251030-1136,Interview,2023-08-04 22:11:34,Investigation findings for case 20251030-1136
20251030-1136,Follow-up,2023-08-16 22:11:34,Investigation findings for case 20251030-1136
20251030-1136,Follow-up,2023-08-12 22:11:34,Investigation findings for case 20251030-1136
20251030-1136,Interview,2023-08-18 22:11:34,Investigation findings for case 20251030-1136
20251030-1137,Evidence Collection,2023-08-29 23:25:55,Investigation findings for case 20251030-1137
20251030-1137,Evidence Collection,2023-08-24 23:25:55,Investigation findings for case 20251030-1137
20251030-1137,Follow-up,2023-08-19 23:25:55,Investigation findings for case 20251030-1137
20251030-1137,Follow-up,2023-09-12 23:25:55,Investigation findings for case 20251030-1137
20251030-1137,Follow-up,2023-09-13 23:25:55,Investigation findings for case 20251030-1137
20251030-1138,Follow-up,2023-08-24 15:06:31,Investigation findings for case 20251030-1138
20251030-1138,Follow-up,2023-09-11 15:06:31,Investigation findings for case 20251030-1138
20251030-1139,Evidence Collection,2024-01-19 16:03:05,Investigation findings for case 20251030-1139
20251030-1139,Interview,2024-01-05 16:03:05,Investigation findings for case 20251030-1139
20251030-1141,Interview,2025-01-07 20:37:46,Investigation findings for case 20251030-1141
20251030-1141,Evidence Collection,2024-12-17 20:37:46,Investigation findings for case 20251030-1141
20251030-1143,Evidence Collection,2023-01-10 20:06:47,Investigation findings for case 20251030-1143
20251030-1143,Follow-up,2023-01-05 20:06:47,Investigation findings for case 20251030-1143
20251030-1143,Interview,2023-01-28 20:06:47,Investigation findings for case 20251030-1143
20251030-1143,Evidence Collection,2023-01-09 20:06:47,Investigation findings for case 20251030-1143
20251030-1143,Evidence Collection,2023-01-13 20:06:47,Investigation findings for case 20251030-1143
20251030-1144,Interview,2023-01-17 13:39:47,Investigation findings for case 20251030-1144
20251030-1144,Follow-up,2023-01-11 13:39:47,Investigation findings for case 20251030-1144
20251030-1144,Evidence Collection,2023-01-03 13:39:47,Investigation findings for case 20251030-1144
20251030-1144,Evidence Collection,2023-01-27 13:39:47,Investigation findings for case 20251030-1144
20251030-1145,Follow-up,2024-11-09 15:36:15,Investigation findings for case 20251030-1145
20251030-1145,Follow-up,2024-11-02 15:36:15,Investigation findings for case 20251030-1145
20251030-1147,Evidence Collection,2024-04-18 08:33:06,Investigation findings for case 20251030-1147
20251030-1147,Follow-up,2024-04-12 08:33:06,Investigation findings for case 20251030-1147
20251030-1147,Evidence Collection,2024-04-04 08:33:06,Investigation findings for case 20251030-1147
20251030-1147,Evidence Collection,2024-04-26 08:33:06,Investigation findings for case 20251030-1147
20251030-1150,Initial,2024-06-01 21:23:58,Investigation findings for case 20251030-1150
20251030-1150,Evidence Collection,2024-06-02 21:23:58,Investigation findings for case 20251030-1150
20251030-1150,Evidence Collection,2024-06-19 21:23:58,Investigation findings for case 20251030-1150
20251030-1151,Interview,2024-05-15 21:22:35,Investigation findings for case 20251030-1151
20251030-1151,Evidence Collection,2024-05-29 21:22:35,Investigation findings for case 20251030-1151
20251030-1151,Evidence Collection,2024-05-02 21:22:35,Investigation findings for case 20251030-1151
20251030-1151,Follow-up,2024-05-03 21:22:35,Investigation findings for case 20251030-1151
20251030-1151,Follow-up,2024-05-03 21:22:35,Investigation findings for case 20251030-1151
20251030-1152,Follow-up,2024-01-20 14:26:25,Investigation findings for case 20251030-1152
20251030-1152,Follow-up,2024-01-21 14:26:25,Investigation findings for case 20251030-1152
20251030-1152,Interview,2023-12-27 14:26:25,Investigation findings for case 20251030-1152
20251030-1152,Initial,2024-01-09 14:26:25,Investigation findings for case 20251030-1152
20251030-1153,Interview,2024-05-23 08:49:14,Investigation findings for case 20251030-1153
20251030-1153,Interview,2024-05-20 08:49:14,Investigation findings for case 20251030-1153
20251030-1153,Evidence Collection,2024-05-12 08:49:14,Investigation findings for case 20251030-1153
20251030-1154,Initial,2023-08-09 07:50:47,Investigation findings for case 20251030-1154
20251030-1154,Follow-up,2023-07-27 07:50:47,Investigation findings for case 20251030-1154
20251030-1155,Initial,2024-07-14 22:03:18,Investigation findings for case 20251030-1155
20251030-1155,Follow-up,2024-06-26 22:03:18,Investigation findings for case 20251030-1155
20251030-1155,Initial,2024-06-18 22:03:18,Investigation findings for case 20251030-1155
20251030-1155,Interview,2024-06-28 22:03:18,Investigation findings for case 20251030-1155
20251030-1156,Evidence Collection,2024-04-25 10:35:16,Investigation findings for case 20251030-1156
20251030-1156,Follow-up,2024-05-04 10:35:16,Investigation findings for case 20251030-1156
20251030-1158,Evidence Collection,2023-04-18 22:38:25,Investigation findings for case 20251030-1158
20251030-1158,Interview,2023-04-27 22:38:25,Investigation findings for case 20251030-1158
20251030-1158,Interview,2023-04-25 22:38:25,Investigation findings for case 20251030-1158
20251030-1158,Interview,2023-04-28 22:38:25,Investigation findings for case 20251030-1158
20251030-1160,Interview,2023-05-11 18:51:51,Investigation findings for case 20251030-1160
20251030-1160,Evidence Collection,2023-04-25 18:51:51,Investigation findings for case 20251030-1160
20251030-1160,Evidence Collection,2023-04-20 18:51:51,Investigation findings for case 20251030-1160
20251030-1160,Evidence Collection,2023-04-29 18:51:51,Investigation findings for case 20251030-1160
20251030-1161,Evidence Collection,2024-01-12 18:10:57,Investigation findings for case 20251030-1161
20251030-1162,Follow-up,2023-12-28 20:25:16,Investigation findings for case 20251030-1162
20251030-1162,Interview,2023-12-16 20:25:16,Investigation findings for case 20251030-1162
20251030-1162,Initial,2023-12-07 20:25:16,Investigation findings for case 20251030-1162
20251030-1164,Evidence Collection,2024-08-19 20:00:22,Investigation findings for case 20251030-1164
20251030-1164,Initial,2024-08-13 20:00:22,Investigation findings for case 20251030-1164
20251030-1164,Follow-up,2024-08-11 20:00:22,Investigation findings for case 20251030-1164
20251030-1164,Initial,2024-08-25 20:00:22,Investigation findings for case 20251030-1164
20251030-1164,Initial,2024-07-31 20:00:22,Investigation findings for case 20251030-1164
20251030-1165,Initial,2023-09-07 21:01:41,Investigation findings for case 20251030-1165
20251030-1165,Follow-up,2023-08-28 21:01:41,Investigation findings for case 20251030-1165
20251030-1169,Initial,2023-03-05 23:59:06,Investigation findings for case 20251030-1169
20251030-1169,Interview,2023-03-06 23:59:06,Investigation findings for case 20251030-1169
20251030-1169,Evidence Collection,2023-03-05 23:59:06,Investigation findings for case 20251030-1169
20251030-1169,Evidence Collection,2023-03-22 23:59:06,Investigation findings for case 20251030-1169
20251030-1171,Initial,2024-12-06 06:22:35,Investigation findings for case 20251030-1171
20251030-1171,Follow-up,2024-12-08 06:22:35,Investigation findings for case 20251030-1171
20251030-1171,Follow-up,2024-11-30 06:22:35,Investigation findings for case 20251030-1171
20251030-1171,Evidence Collection,2024-12-24 06:22:35,Investigation findings for case 20251030-1171
20251030-1171,Initial,2024-12-08 06:22:35,Investigation findings for case 20251030-1171
20251030-1172,Follow-up,2023-02-09 23:27:43,Investigation findings for case 20251030-1172
20251030-1174,Initial,2024-07-31 20:02:51,Investigation findings for case 20251030-1174
20251030-1174,Follow-up,2024-07-28 20:02:51,Investigation findings for case 20251030-1174
20251030-1174,Follow-up,2024-07-30 20:02:51,Investigation findings for case 20251030-1174
20251030-1175,Interview,2023-05-07 21:58:07,Investigation findings for case 20251030-1175
20251030-1175,Initial,2023-05-25 21:58:07,Investigation findings for case 20251030-1175
20251030-1175,Interview,2023-05-17 21:58:07,Investigation findings for case 20251030-1175
20251030-1175,Interview,2023-04-29 21:58:07,Investigation findings for case 20251030-1175
20251030-1175,Follow-up,2023-05-10 21:58:07,Investigation findings for case 20251030-1175
20251030-1176,Initial,2024-05-17 10:29:55,Investigation findings for case 20251030-1176
20251030-1179,Interview,2023-11-22 11:25:41,Investigation findings for case 20251030-1179
20251030-1179,Evidence Collection,2023-12-13 11:25:41,Investigation findings for case 20251030-1179
20251030-1179,Interview,2023-12-15 11:25:41,Investigation findings for case 20251030-1179
20251030-1179,Initial,2023-12-15 11:25:41,Investigation findings for case 20251030-1179
20251030-1180,Initial,2024-03-25 19:37:14,Investigation findings for case 20251030-1180
20251030-1180,Follow-up,2024-03-19 19:37:14,Investigation findings for case 20251030-1180
20251030-1180,Interview,2024-03-08 19:37:14,Investigation findings for case 20251030-1180
20251030-1180,Evidence Collection,2024-03-04 19:37:14,Investigation findings for case 20251030-1180
20251030-1180,Evidence Collection,2024-03-25 19:37:14,Investigation findings for case 20251030-1180
